row ID,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
Row64622,GoldCoast,18.5,25.1,0.0,,,SSE,39,S,SE,17,28,62,63,1023.7,1021.2,,,22.3,23.0,No,1
Row64623,GoldCoast,16.3,23.2,12.0,,,S,17,SSW,SE,11,7,91,67,1020.8,1018.0,,,18.9,22.8,Yes,0
Row64624,GoldCoast,15.1,24.2,0.2,,,NNE,30,NW,NE,7,19,74,67,1019.2,1016.5,,,20.1,23.4,No,0
Row64625,GoldCoast,15.6,24.5,0.0,,,SSE,39,S,SE,17,33,67,64,1021.9,1018.7,,,21.0,22.8,No,0
Row64626,GoldCoast,15.6,23.1,0.0,,,SSE,43,SSW,S,15,30,54,50,1022.3,1019.6,,,19.6,22.0,No,0
Row64627,GoldCoast,15.3,22.9,0.0,,,SSE,54,S,S,26,31,59,57,1022.1,1019.8,,,19.5,21.3,No,0
Row64628,GoldCoast,16.1,21.8,0.0,,,S,56,S,S,31,37,61,60,1022.4,1021.1,,,18.4,19.7,No,0
Row64629,GoldCoast,15.4,22.7,0.0,,,S,65,SSW,S,22,33,59,58,1023.5,1019.9,,,19.7,20.4,No,0
Row64630,GoldCoast,15.5,22.1,0.0,,,SSE,57,S,S,31,26,58,54,1021.7,1019.8,,,19.1,20.4,No,0
Row64631,GoldCoast,15.8,19.9,4.4,,,ENE,30,W,NNW,7,6,95,94,1020.0,1016.9,,,17.8,18.2,Yes,1
Row64632,GoldCoast,16.1,21.2,2.0,,,NW,43,NW,NNW,11,24,87,73,1015.4,1011.2,,,18.8,20.2,Yes,0
Row64633,GoldCoast,12.7,21.2,0.2,,,WNW,37,WNW,WNW,13,19,48,35,1015.2,1012.7,,,17.0,20.7,No,0
Row64634,GoldCoast,10.7,21.3,0.0,,,WSW,19,NW,ENE,9,9,60,46,1021.3,1020.4,,,15.2,20.3,No,0
Row64635,GoldCoast,10.5,22.2,0.0,,,SSW,22,NW,NNE,11,15,62,44,1024.0,1021.4,,,15.5,21.9,No,0
Row64636,GoldCoast,12.6,23.7,0.0,,,S,52,SW,S,11,30,48,48,1026.7,1024.6,,,18.7,22.1,No,0
Row64637,GoldCoast,16.7,22.7,,,,N,26,NW,NNE,11,15,80,67,1024.1,1019.9,,,18.6,20.6,NA,0
Row64638,GoldCoast,15.0,23.9,0.4,,,SSE,52,WNW,W,13,17,79,35,1020.8,1016.9,,,18.5,23.7,No,0
Row64639,GoldCoast,14.2,21.4,0.0,,,WNW,43,NW,W,30,17,56,33,1013.6,1010.8,,,17.8,20.8,No,0
Row64640,GoldCoast,10.5,22.4,0.0,,,NNE,28,NW,NE,9,20,49,37,1023.7,1021.1,,,15.2,21.5,No,0
Row64641,GoldCoast,6.9,23.0,0.0,,,NNE,30,NW,N,11,24,52,40,1023.2,1019.2,,,14.4,21.2,No,0
Row64642,GoldCoast,14.4,24.1,0.0,,,N,52,NW,N,15,31,69,57,1017.1,1009.3,,,18.0,22.4,No,1
Row64643,GoldCoast,9.8,21.5,,,,SSE,31,WNW,SE,13,22,47,50,1025.8,1022.8,,,15.2,19.4,NA,0
Row64644,GoldCoast,11.2,22.2,0.0,,,SE,33,WNW,SE,7,28,70,57,1026.4,1023.2,,,14.8,20.8,No,0
Row64645,GoldCoast,11.9,22.6,0.0,,,N,26,W,ENE,9,11,64,57,1024.1,1020.7,,,17.4,20.7,No,1
Row64646,GoldCoast,14.2,23.8,1.2,,,W,31,NA,W,0,11,74,38,1019.0,1014.3,,,17.9,23.5,Yes,0
Row64647,GoldCoast,11.4,21.1,0.0,,,WNW,33,W,ENE,17,9,34,30,1015.5,1011.2,,,16.0,20.3,No,0
Row64648,GoldCoast,8.3,21.4,0.0,,,N,26,WNW,N,13,11,54,25,1017.7,1013.3,,,13.2,21.3,No,0
Row64649,GoldCoast,8.2,21.3,0.0,,,N,37,NW,N,15,30,55,40,1014.3,1008.8,,,13.8,19.9,No,0
Row64650,GoldCoast,6.9,22.6,0.0,,,NW,28,NW,NW,13,19,45,21,1020.6,1016.8,,,14.0,22.1,No,0
Row64651,GoldCoast,11.6,20.9,0.0,,,SSE,46,S,SSE,22,35,61,56,1028.4,1025.0,,,16.3,18.3,No,0
Row64652,GoldCoast,13.5,20.4,0.0,,,SSE,39,SSW,SSE,11,17,71,65,1025.6,1021.4,,,16.8,20.0,No,1
Row64653,GoldCoast,12.9,21.7,1.2,,,NW,35,NW,W,13,17,87,67,1019.9,1016.4,,,15.4,18.7,Yes,0
Row64654,GoldCoast,10.9,21.9,0.2,,,W,39,NW,WNW,13,26,65,25,1018.2,1013.7,,,15.6,21.6,No,0
Row64655,GoldCoast,10.1,18.8,0.0,,,NW,61,WNW,WSW,20,20,35,21,1013.9,1010.9,,,16.4,18.8,No,0
Row64656,GoldCoast,9.3,18.9,0.0,,,NA,,WNW,ENE,15,11,37,42,1018.5,1016.1,,,13.6,18.1,No,0
Row64658,GoldCoast,12.3,21.8,,,,NA,,S,SSE,26,28,72,59,1023.3,1020.4,,,17.1,20.1,NA,0
Row64659,GoldCoast,11.4,21.1,0.0,,,SE,39,SW,SE,6,33,62,71,1022.3,1018.9,,,17.0,18.3,No,1
Row64660,GoldCoast,9.8,20.8,5.0,,,NW,52,SW,SE,11,30,72,64,1023.2,1020.5,,,16.0,19.5,Yes,0
Row64661,GoldCoast,13.3,21.4,0.2,,,SSE,24,S,E,13,13,65,58,1023.0,1021.6,,,18.0,20.9,No,0
Row64662,GoldCoast,13.0,22.5,0.0,,,NNE,33,NW,NNE,11,28,70,66,1026.7,1023.7,,,18.4,21.5,No,0
Row64663,GoldCoast,13.7,21.6,0.8,,,SE,33,SW,SE,6,26,69,53,1023.4,1021.0,,,18.1,20.2,No,0
Row64664,GoldCoast,11.2,22.7,0.0,,,WNW,28,NW,ESE,20,22,42,45,1022.5,1019.2,,,16.8,20.7,No,0
Row64665,GoldCoast,7.0,23.7,0.0,,,ENE,24,WNW,ENE,13,17,52,46,1022.6,1018.6,,,15.6,21.5,No,0
Row64666,GoldCoast,9.3,24.9,0.2,,,NNE,37,NNW,NNE,11,30,66,57,1021.0,1015.5,,,15.8,22.1,No,0
Row64668,GoldCoast,12.3,21.0,,,,NA,,S,SSE,30,31,66,55,1031.1,1028.6,,,17.6,18.9,NA,0
Row64669,GoldCoast,11.8,21.6,0.2,,,S,37,S,SE,28,24,60,61,1031.3,1028.3,,,17.7,18.7,No,0
Row64670,GoldCoast,11.2,23.0,0.0,,,ENE,24,NW,ENE,9,19,62,53,1028.4,1024.9,,,17.5,20.8,No,0
Row64671,GoldCoast,11.6,22.5,0.0,,,NA,,SSW,SE,9,22,60,61,1029.8,1027.3,,,16.9,20.8,No,0
Row64672,GoldCoast,13.4,21.8,0.0,,,SSE,37,S,SE,20,26,64,67,1029.8,1026.9,,,19.8,19.1,No,0
Row64673,GoldCoast,12.5,24.2,0.0,,,NE,35,WNW,NNE,9,28,58,57,1025.8,1020.6,,,19.7,22.1,No,0
Row64674,GoldCoast,11.1,23.1,0.0,,,SSE,44,S,SE,6,33,60,54,1021.7,1019.2,,,20.1,21.1,No,0
Row64675,GoldCoast,13.3,21.4,0.0,,,SSE,50,SSE,SSE,30,33,64,61,1028.4,1024.4,,,17.6,19.1,No,1
Row64676,GoldCoast,16.0,22.6,85.6,,,ENE,54,NNW,W,13,28,84,25,1010.2,1006.1,,,16.7,21.9,Yes,0
Row64677,GoldCoast,12.5,20.3,0.0,,,NW,67,WNW,NW,41,30,46,42,1009.5,1007.2,,,16.5,19.2,No,0
Row64678,GoldCoast,14.6,17.0,2.6,,,SSE,56,SSE,S,30,39,99,99,1026.1,1023.7,,,16.1,15.2,Yes,1
Row64679,GoldCoast,14.4,17.2,47.4,,,SSE,70,SSE,SSE,46,46,99,83,1024.1,1022.4,,,16.3,16.5,Yes,1
Row64680,GoldCoast,15.5,22.4,0.2,,,SSE,56,S,S,31,28,62,59,1021.2,1018.2,,,19.5,21.2,No,0
Row64681,GoldCoast,11.8,22.6,0.0,,,S,48,NW,S,7,33,61,57,1015.8,1012.0,,,19.0,19.7,No,1
Row64682,GoldCoast,12.0,21.9,9.8,,,S,74,S,S,31,39,80,54,1016.1,1017.1,,,17.3,20.8,Yes,0
Row64683,GoldCoast,10.6,23.1,0.0,,,SE,39,WNW,SE,13,28,46,57,1019.8,1016.2,,,18.3,22.0,No,0
Row64684,GoldCoast,13.4,23.4,0.0,,,SE,37,SSE,SE,13,30,50,64,1018.8,1016.0,,,20.6,20.9,No,0
Row64685,GoldCoast,16.1,25.3,0.0,,,W,52,NNW,NNE,13,28,69,53,1013.4,1005.9,,,18.2,23.8,No,0
Row64686,GoldCoast,12.4,22.9,0.0,,,W,54,WSW,W,20,31,33,21,1011.0,1007.9,,,17.6,22.6,No,0
Row64687,GoldCoast,10.3,21.3,0.0,,,E,28,NW,E,13,20,31,40,1014.3,1011.4,,,17.8,19.8,No,0
Row64688,GoldCoast,10.6,21.8,0.0,,,SSE,54,S,SSE,17,37,47,57,1017.7,1015.7,,,18.8,19.9,No,0
Row64689,GoldCoast,12.6,22.8,0.0,,,SSE,57,S,SSE,30,44,49,56,1024.4,1022.9,,,19.2,20.5,No,0
Row64690,GoldCoast,13.3,23.0,1.6,,,NA,,SSE,NE,17,19,76,63,1022.6,1018.8,,,20.3,22.1,Yes,0
Row64691,GoldCoast,15.4,25.3,0.0,,,NA,,NW,NA,31,,69,56,1016.3,1010.9,,,20.5,25.0,No,0
Row64692,GoldCoast,11.9,24.6,0.0,,,NA,,NW,SE,6,22,49,64,1017.5,1015.7,,,21.5,22.2,No,0
Row64693,GoldCoast,17.5,24.2,0.0,,,ESE,41,SSE,SE,15,19,63,67,1024.4,1022.3,,,21.7,20.6,No,0
Row64694,GoldCoast,14.3,23.1,0.6,,,ENE,26,SSE,NE,9,17,69,59,1023.1,1019.4,,,20.8,22.3,No,0
Row64695,GoldCoast,14.2,25.9,0.2,,,NNE,43,NW,NNE,15,35,57,69,1019.1,1013.8,,,20.8,21.8,No,1
Row64697,GoldCoast,16.7,28.4,,,,NW,44,W,NW,20,20,37,19,1014.9,1010.2,,,23.2,28.4,NA,0
Row64698,GoldCoast,11.8,24.2,0.0,,,E,28,SE,E,9,22,34,41,1019.1,1015.6,,,22.3,22.4,No,0
Row64699,GoldCoast,12.8,23.6,0.0,,,NE,35,SSE,NE,15,26,50,50,1021.5,1016.7,,,20.8,22.2,No,1
Row64700,GoldCoast,15.5,23.4,24.2,,,S,43,SSE,SSE,30,24,67,55,1028.8,1025.7,,,19.2,22.4,Yes,0
Row64701,GoldCoast,15.2,23.8,0.8,,,ESE,30,S,NE,11,17,83,57,1025.3,1020.8,,,18.9,22.9,No,0
Row64702,GoldCoast,17.3,24.4,0.2,,,NNW,41,NNW,NNE,26,30,60,68,1018.6,1011.8,,,21.8,23.1,No,1
Row64703,GoldCoast,15.7,24.4,5.2,,,SE,50,SSE,SSE,13,37,59,67,1015.0,1013.4,,,22.8,20.9,Yes,0
Row64704,GoldCoast,14.8,23.5,17.0,,,SSE,31,SSE,SE,17,26,64,58,1022.3,1019.7,,,20.5,20.9,Yes,0
Row64705,GoldCoast,17.3,29.2,0.0,,,S,76,NNW,NNE,19,30,53,69,1016.5,1011.3,,,23.2,24.0,No,0
Row64706,GoldCoast,14.2,24.2,0.0,,,NNE,41,NW,NNE,19,31,55,66,1020.0,1017.3,,,21.7,22.3,No,0
Row64707,GoldCoast,19.5,25.5,0.0,,,NNE,35,NE,NNE,20,30,64,60,1022.8,1019.4,,,22.1,23.0,No,0
Row64708,GoldCoast,16.1,27.2,0.0,,,NNE,39,NW,NNE,26,33,56,65,1021.6,1017.4,,,22.5,23.4,No,0
Row64709,GoldCoast,15.3,25.4,0.0,,,NE,35,N,NE,19,26,55,62,1020.1,1016.0,,,23.4,23.9,No,0
Row64710,GoldCoast,15.1,26.9,0.0,,,NNE,43,NNW,NNE,26,33,47,64,1016.6,1011.8,,,23.3,23.6,No,0
Row64711,GoldCoast,18.9,24.5,0.0,,,S,54,S,SSE,22,39,65,70,1014.1,1012.5,,,24.4,23.5,No,0
Row64712,GoldCoast,18.6,24.8,0.0,,,SSE,50,SSE,SE,33,37,63,60,1020.6,1018.5,,,23.3,22.2,No,0
Row64713,GoldCoast,18.4,25.5,0.0,,,NE,33,NW,NE,9,26,61,61,1019.2,1015.5,,,21.0,23.7,No,0
Row64714,GoldCoast,17.7,25.2,0.0,,,NE,31,ENE,NE,11,20,60,58,1020.0,1017.3,,,23.4,23.8,No,0
Row64715,GoldCoast,17.7,27.2,1.0,,,NW,61,NW,NW,28,35,63,25,1009.9,1007.1,,,23.0,26.6,No,0
Row64716,GoldCoast,13.8,24.6,0.0,,,ESE,30,SSE,E,19,22,59,64,1019.4,1016.7,,,21.7,23.0,No,0
Row64717,GoldCoast,16.9,25.4,0.0,,,SSE,54,S,SE,31,44,55,62,1026.2,1024.1,,,22.4,22.1,No,0
Row64718,GoldCoast,14.8,24.7,0.0,,,SSE,41,NE,NE,17,17,50,52,1025.4,1022.4,,,23.1,24.0,No,0
Row64719,GoldCoast,18.1,25.7,0.6,,,SSE,61,S,SSE,41,43,59,63,1027.4,1025.4,,,22.9,21.4,No,0
Row64720,GoldCoast,16.2,25.3,0.0,,,SSE,43,SSE,SE,19,28,61,49,1025.9,1022.7,,,21.4,23.8,No,0
Row64721,GoldCoast,15.3,25.1,0.0,,,NE,35,NE,NNE,11,30,50,51,1022.3,1017.6,,,23.1,23.6,No,0
Row64722,GoldCoast,18.3,26.4,0.0,,,NNE,50,NNW,NNE,26,39,53,63,1020.2,1014.3,,,23.7,24.7,No,0
Row64723,GoldCoast,20.8,31.0,0.0,,,W,46,N,NNE,24,31,61,72,1010.8,1005.7,,,27.3,25.4,No,0
Row64724,GoldCoast,22.7,26.8,0.0,,,NA,,SE,SE,52,15,64,65,1011.1,1010.2,,,25.3,26.0,No,0
Row64725,GoldCoast,17.1,27.2,0.0,,,SE,56,SSE,SSE,22,39,61,64,1015.0,1013.8,,,26.2,25.0,No,0
Row64726,GoldCoast,17.6,27.1,0.0,,,ENE,26,SSE,ENE,13,19,59,67,1018.1,1014.0,,,25.2,24.9,No,0
Row64728,GoldCoast,21.9,28.6,,,,NA,,NNW,N,24,33,62,70,1015.8,1009.6,,,25.0,24.6,NA,0
Row64729,GoldCoast,19.5,24.9,0.0,,,S,39,SSE,SE,26,28,65,59,1022.8,1021.3,,,23.1,21.6,No,0
Row64730,GoldCoast,19.9,26.3,0.0,,,SE,35,ESE,ESE,22,20,52,49,1024.2,1020.8,,,24.1,24.4,No,0
Row64731,GoldCoast,18.6,26.1,0.0,,,NNE,37,NE,NE,13,28,46,51,1021.5,1017.1,,,24.5,24.2,No,0
Row64732,GoldCoast,18.1,26.9,0.2,,,NNE,50,N,NNE,19,37,55,66,1015.8,1011.5,,,24.4,23.6,No,1
Row64733,GoldCoast,19.1,26.8,4.2,,,SSE,46,SSE,SE,17,26,75,72,1017.5,1016.3,,,24.5,25.0,Yes,0
Row64734,GoldCoast,19.2,27.2,0.0,,,NE,39,NNE,NNE,19,31,51,61,1019.1,1015.9,,,26.7,25.6,No,0
Row64735,GoldCoast,19.0,27.8,0.0,,,NNE,33,NNW,NE,19,20,54,62,1016.3,1014.6,,,26.3,26.2,No,0
Row64736,GoldCoast,21.0,28.5,0.0,,,NNE,41,NNE,N,17,30,72,75,1006.9,1003.0,,,26.0,24.7,No,0
Row64737,GoldCoast,20.1,27.6,0.6,,,ENE,28,SSE,NE,13,17,77,76,1016.6,1013.1,,,24.1,26.1,No,1
Row64738,GoldCoast,22.3,28.1,1.6,,,N,35,SSE,ESE,15,17,91,91,1018.4,1015.4,,,25.2,24.0,Yes,1
Row64739,GoldCoast,20.0,27.7,2.4,,,NNE,37,N,NNE,11,30,74,70,1018.4,1014.6,,,25.5,26.3,Yes,0
Row64740,GoldCoast,21.9,29.0,0.2,,,NNE,46,N,NNE,22,33,74,76,1015.5,1011.4,,,27.2,26.0,No,0
Row64741,GoldCoast,21.0,28.5,0.0,,,N,39,NNE,NNE,26,30,68,69,1017.4,1014.2,,,25.3,24.5,No,0
Row64742,GoldCoast,20.8,29.8,0.0,,,NNE,41,N,NNE,24,31,51,70,1017.4,1013.0,,,28.5,24.8,No,0
Row64743,GoldCoast,21.3,28.6,0.0,,,NNE,39,N,NNE,22,26,42,66,1015.2,1011.6,,,28.4,25.0,No,0
Row64744,GoldCoast,20.2,28.0,0.0,,,ESE,24,SE,NE,9,11,72,68,1017.5,1015.3,,,25.4,26.0,No,0
Row64745,GoldCoast,18.7,27.5,1.4,,,SE,33,SE,ESE,17,22,56,52,1019.8,1017.2,,,24.9,25.9,Yes,0
Row64746,GoldCoast,21.7,28.7,0.0,,,NNE,28,NNE,NE,17,19,58,56,1016.4,1014.8,,,26.2,27.0,No,0
Row64747,GoldCoast,19.8,28.5,0.0,,,NNE,35,NNE,NNE,11,30,60,67,1018.1,1015.1,,,27.8,26.6,No,0
Row64748,GoldCoast,21.3,28.3,0.0,,,NNE,35,NNE,NNE,20,30,67,65,1016.8,1013.5,,,26.5,26.8,No,0
Row64749,GoldCoast,21.2,29.1,0.0,,,NA,,N,NNE,17,24,59,76,1012.5,1009.4,,,26.2,24.5,No,1
Row64750,GoldCoast,20.5,25.3,3.2,,,NNE,56,NNW,NE,17,30,89,94,1009.4,1007.3,,,23.6,23.3,Yes,1
Row64751,GoldCoast,20.8,26.2,9.6,,,NNE,43,NNE,NNE,9,28,83,77,1008.5,1006.7,,,25.2,25.7,Yes,1
Row64752,GoldCoast,21.3,27.0,5.6,,,NNE,54,N,N,19,20,94,100,1011.9,1010.6,,,23.4,23.0,Yes,1
Row64753,GoldCoast,19.3,31.7,36.0,,,SE,80,NNW,NNE,17,30,75,76,1013.8,1010.0,,,26.0,25.8,Yes,1
Row64754,GoldCoast,19.5,27.8,43.0,,,E,19,NW,E,11,15,76,76,1014.0,1011.1,,,24.7,26.3,Yes,0
Row64755,GoldCoast,21.2,28.8,0.0,,,NW,48,NE,W,19,24,78,97,1009.6,1006.0,,,26.8,23.8,No,1
Row64756,GoldCoast,19.4,25.8,17.0,,,S,70,SSE,SSE,26,31,81,70,1009.0,1007.7,,,20.0,24.6,Yes,0
Row64757,GoldCoast,19.4,26.5,0.0,,,SSE,59,SSE,SSE,37,43,69,60,1010.6,1009.3,,,22.6,25.0,No,0
Row64758,GoldCoast,17.9,27.7,0.0,,,SE,43,SSE,SE,20,31,50,52,1011.2,1009.1,,,26.2,26.4,No,0
Row64759,GoldCoast,22.6,36.9,0.8,,,SSE,44,NNE,N,11,28,74,65,1006.2,1003.0,,,28.4,29.4,No,0
Row64760,GoldCoast,20.3,32.1,15.2,,,SSE,48,NW,NE,17,26,66,71,1011.0,1008.0,,,25.7,28.3,Yes,0
Row64761,GoldCoast,22.0,28.8,0.2,,,S,44,SE,ESE,24,24,60,57,1016.4,1014.4,,,27.2,27.4,No,0
Row64762,GoldCoast,22.8,28.9,0.0,,,E,33,E,E,13,19,58,59,1018.4,1016.2,,,28.3,26.3,No,0
Row64763,GoldCoast,22.1,29.0,0.0,,,SE,37,SE,ESE,20,28,51,53,1018.4,1016.1,,,27.5,27.1,No,0
Row64764,GoldCoast,20.0,29.0,0.0,,,SE,26,SE,E,15,17,55,54,1017.0,1014.6,,,26.9,27.6,No,0
Row64765,GoldCoast,21.6,28.5,0.0,,,NA,,N,NE,11,26,57,59,1014.2,1012.1,,,27.8,28.3,No,0
Row64766,GoldCoast,23.6,29.0,0.0,,,NNE,33,NNE,NE,11,28,67,55,1013.9,1010.1,,,26.1,27.9,No,0
Row64767,GoldCoast,23.1,31.3,0.2,,,NNE,41,N,NNE,13,33,68,65,1011.6,1008.9,,,27.1,28.0,No,1
Row64768,GoldCoast,20.1,25.2,25.0,,,SSE,24,SSW,NW,11,9,100,86,1014.6,1011.3,,,21.8,24.6,Yes,1
Row64769,GoldCoast,21.4,30.9,47.2,,,WNW,43,S,ENE,11,20,79,70,1015.4,1013.3,,,26.7,29.6,Yes,0
Row64770,GoldCoast,24.6,30.1,0.0,,,E,33,ENE,ENE,20,22,72,70,1018.5,1017.2,,,28.0,27.8,No,0
Row64771,GoldCoast,24.0,30.1,0.0,,,E,35,E,ENE,22,15,73,62,1019.7,1017.8,,,26.7,28.9,No,0
Row64772,GoldCoast,22.4,30.1,0.2,,,E,33,ESE,E,17,19,65,58,1018.4,1015.1,,,26.7,28.5,No,1
Row64773,GoldCoast,21.6,28.0,7.2,,,ESE,48,SE,ESE,20,26,86,72,1016.5,1015.2,,,23.2,26.6,Yes,1
Row64774,GoldCoast,22.8,29.3,7.0,,,ESE,54,SE,SE,31,35,64,63,1018.0,1017.1,,,26.6,27.0,Yes,1
Row64775,GoldCoast,21.1,26.4,4.2,,,SSE,52,ESE,SSE,37,15,93,76,1018.1,1016.5,,,23.2,25.5,Yes,1
Row64776,GoldCoast,20.6,27.7,3.8,,,SE,39,SSE,SE,24,19,74,83,1016.4,1014.0,,,24.6,23.0,Yes,1
Row64777,GoldCoast,20.7,29.6,2.0,,,NA,,SE,E,15,22,69,67,1013.6,1011.1,,,27.5,27.2,Yes,0
Row64779,GoldCoast,21.9,29.1,42.4,,,SE,41,SSW,ESE,15,22,83,85,1010.0,1007.7,,,25.4,25.7,Yes,1
Row64780,GoldCoast,22.9,27.2,2.0,,,NE,41,SSE,NNE,17,19,83,85,1010.0,1007.6,,,26.3,25.6,Yes,1
Row64781,GoldCoast,23.1,29.4,2.6,,,N,39,NNW,NNE,15,30,78,71,1006.9,1003.5,,,26.5,28.5,Yes,0
Row64782,GoldCoast,22.4,30.9,0.0,,,SSE,31,SSE,E,17,17,65,67,1009.0,1006.7,,,29.3,29.0,No,0
Row64783,GoldCoast,23.6,31.6,0.0,,,NE,37,N,ENE,11,17,59,77,1009.0,1006.5,,,30.1,29.3,No,0
Row64784,GoldCoast,25.3,32.2,0.0,,,ESE,28,E,E,17,17,74,73,1009.3,1006.8,,,30.1,31.1,No,0
Row64785,GoldCoast,24.8,30.8,0.0,,,SSE,78,ESE,SSE,15,35,71,79,1009.6,1008.3,,,27.1,26.9,No,1
Row64786,GoldCoast,19.2,27.9,36.4,,,SE,65,S,ESE,24,26,88,59,1013.0,1009.3,,,21.5,27.3,Yes,1
Row64787,GoldCoast,20.5,30.2,1.8,,,SSE,50,SSE,ESE,11,24,67,55,1010.0,1008.3,,,27.2,28.3,Yes,0
Row64788,GoldCoast,23.0,28.9,0.4,,,ENE,43,SSE,E,17,15,75,76,1010.2,1008.6,,,27.5,25.8,No,1
Row64789,GoldCoast,22.0,25.7,73.4,,,SSE,65,E,SSE,28,28,100,100,1008.6,1006.4,,,23.2,21.5,Yes,1
Row64791,GoldCoast,23.7,33.4,,,,NA,,NW,NE,26,22,67,75,1005.5,1002.9,,,28.9,30.1,NA,0
Row64792,GoldCoast,22.5,30.8,0.0,,,SSE,46,SSE,SSE,19,30,70,81,1007.5,1005.9,,,29.1,28.8,No,0
Row64793,GoldCoast,21.0,29.4,0.0,,,SE,48,S,SE,35,39,55,62,1008.8,1007.1,,,25.5,25.5,No,0
Row64794,GoldCoast,19.9,28.8,0.0,,,NNE,41,SSW,NNE,6,31,55,57,1009.7,1006.4,,,26.7,27.6,No,0
Row64795,GoldCoast,21.4,31.5,0.0,,,SW,76,NW,NNE,19,37,59,66,1007.7,1003.4,,,27.2,28.8,No,1
Row64796,GoldCoast,18.8,30.0,18.2,,,NE,35,WNW,ESE,6,19,72,64,1007.5,1004.7,,,27.3,29.5,Yes,1
Row64797,GoldCoast,20.9,26.9,14.2,,,SSE,57,SSW,SSE,9,48,100,76,1010.9,1010.0,,,21.6,24.8,Yes,1
Row64798,GoldCoast,21.3,28.5,1.2,,,SSE,70,S,SSE,31,37,67,65,1012.2,1010.2,,,26.2,27.4,Yes,1
Row64799,GoldCoast,20.1,29.2,0.2,,,E,20,SSW,E,13,15,64,63,1020.5,1018.4,,,26.4,28.3,No,0
Row64800,GoldCoast,20.8,30.2,0.0,,,SSE,54,SSE,SSE,20,41,62,60,1019.6,1019.0,,,27.5,28.4,No,1
Row64801,GoldCoast,21.0,29.7,24.6,,,SE,52,SSE,SE,24,33,73,67,1019.6,1018.0,,,26.4,27.0,Yes,1
Row64802,GoldCoast,21.1,28.2,2.0,,,ESE,56,SSE,SE,24,31,77,70,1019.9,1019.1,,,26.2,26.2,Yes,0
Row64803,GoldCoast,20.6,29.0,6.6,,,NA,,SSE,SE,20,28,66,59,1016.8,1014.4,,,26.4,28.0,Yes,0
Row64804,GoldCoast,22.1,29.5,0.6,,,NA,,NA,NA,,,68,89,1017.2,1015.2,,,26.7,23.9,No,1
Row64805,GoldCoast,23.1,25.8,21.2,,,NA,,SE,SE,43,44,80,99,1017.4,1015.0,,,25.6,24.5,Yes,1
Row64806,GoldCoast,22.0,24.5,111.2,,,NA,,NA,NA,,,100,100,1011.9,1009.8,,,22.3,21.0,Yes,1
Row64807,GoldCoast,22.5,27.1,49.2,,,NA,,SSW,S,20,31,100,90,1009.5,1009.2,,,23.6,24.5,Yes,1
Row64808,GoldCoast,21.9,28.7,,,,SE,48,SSE,SE,30,35,76,66,1012.4,1010.3,,,26.2,27.8,NA,0
Row64809,GoldCoast,20.9,29.3,0.0,,,ESE,24,SSE,E,15,19,68,60,1010.1,1007.4,,,27.1,28.1,No,0
Row64810,GoldCoast,22.2,29.6,0.2,,,NA,,W,NE,11,24,69,64,1011.1,1008.0,,,27.8,28.6,No,0
Row64811,GoldCoast,23.1,30.4,0.0,,,NA,,NA,NA,,,68,65,1013.2,1011.8,,,27.9,28.5,No,0
Row64813,GoldCoast,21.2,29.4,,,,NE,30,NA,NNE,0,26,58,59,1014.6,1011.0,,,27.2,28.5,NA,0
Row64814,GoldCoast,23.9,29.4,0.0,,,SSE,67,ESE,NE,19,15,65,57,1009.9,1006.5,,,25.8,28.0,No,0
Row64815,GoldCoast,20.7,30.3,0.0,,,ENE,30,SSE,ENE,13,17,71,63,1011.0,1009.8,,,26.5,28.7,No,0
Row64816,GoldCoast,22.7,30.9,0.0,,,NA,,NA,NA,,,72,66,1012.6,1010.5,,,27.6,29.6,No,0
Row64817,GoldCoast,24.9,31.3,0.0,,,NA,,NA,ESE,,28,63,63,1015.1,1013.7,,,29.1,29.1,No,0
Row64818,GoldCoast,23.4,30.0,0.2,,,NA,,NA,NA,,,66,56,1014.5,1012.3,,,26.4,28.2,No,0
Row64819,GoldCoast,21.1,28.7,0.0,,,NA,,NA,SSE,,39,63,54,1014.1,1010.8,,,23.8,27.1,No,0
Row64820,GoldCoast,18.9,28.4,0.0,,,NA,,NA,NE,,13,53,52,1016.4,1013.5,,,26.7,27.2,No,1
Row64822,GoldCoast,23.7,30.5,0.0,,,NA,,NNE,NA,7,,75,68,1014.6,1011.8,,,28.3,30.0,No,0
Row64823,GoldCoast,21.7,27.0,46.4,,,NA,,NA,NA,,,90,74,1019.5,1016.4,,,23.9,25.9,Yes,1
Row64824,GoldCoast,20.2,27.0,22.4,,,NA,,SSE,NA,20,,84,68,1018.4,1014.8,,,23.7,26.5,Yes,0
Row64825,GoldCoast,20.6,29.7,0.2,,,NA,,NA,NNE,,28,68,63,1016.6,1012.7,,,26.0,28.6,No,0
Row64827,GoldCoast,24.2,29.4,,,,NA,,SSE,SE,13,41,78,72,1018.6,1016.3,,,27.7,26.7,NA,0
